customer_id,purchase_date,channel,age,basket_value,quantity,email,city,note
1005,2024/09/19,mobile,73,65.03918020556667,3,user5875@EXAMPLE.com,wenzhou,new-user
1027,2024/09/19,mobile,46,34.22730203331891,5,user1811@example.com,,★ loyal ★
1012,2024/09/20,Store,18,13.033435846491962,1,user9820@example.com,,
1052,2024-09-03,mobile,20,3.6687081583803454,3 pcs,user4988@example.com,wenzhou, VIP 
1042,2024-09-06,,38,29.36136447573739,1,user6431@ gmail.com, HZ ,  
1008,2024-09-17,WEB,66,83.29652645381556,two,user3649@EXAMPLE.com,Wenzhou, VIP 
1024,09-20-2024,,60,414,5,user5156@example.com,Wenzhou,
1013,09-05-2024,Web  ,75,86.31373565892045,1,user9989@mail.test,Hangzhou,promo#2024
1053,2024-09-03,Web  ,74,70.81957366247568,3,user6746@mail.test,,promo#2024
1040,2024/09/23,,,53.1343050826726,3,user2168@EXAMPLE.com,Hangzhou,promo#2024
1036,2024/09/13,WEB,68,202,,user2903@ gmail.com,wenzhou,
1030,09-08-2024,Mobile ,82,7.577344497910242,5,user9709@EXAMPLE.com,Sx,coupon-10%
1002,2024/09/13,WEB,62,14.049935081386895,7,user5983@example.com,Hangzhou,
1022,2024-09-23,Mobile ,31,68.67013507679741,5,user4268@EXAMPLE.com,Shaoxing,  
1047,09-14-2024,Mobile ,twenty,36.09949817880167,3,user1562@EXAMPLE.com,Shaoxing,promo#2024
1021,"Sept 5, 2024",Web  ,52,62.01212686492238,1,user3523@ gmail.com, HZ ,new-user
1035,2024/09/13,Store,19,17.930811401441513,5,user3337@mail.test,Sx,
1025,2024/09/08,,75,180,3,user5152@mail.test,Hangzhou,
1017,2024-09-16,WEB,49,37.264647252983764,3,user3010@example.com,Sx,★ loyal ★
1022,2024/09/18,,71,25.209641313623592,1,user8238@mail.test,wenzhou,学生优惠 
1048,2024/09/23,,15,31.616628235170804,6,user7300@EXAMPLE.com,Shaoxing,coupon-10%
1026,"Sept 8, 2024",Mobile ,26,126,1,user8807@ gmail.com,Sx,promo#2024
1045,2024-09-18,,32,-75.87151825445203,3,user3318@mail.test,WZ,  
1057,2024-09-03,Mobile ,twenty,,1,user5014@ gmail.com,WZ,
1011,2024-09-02,,23,22.723806230085838,6,user3244@ gmail.com,,coupon-10%
1041,2024/09/15,Store,63,79.95958684400632,1,user6153@example.com,Hangzhou,promo#2024
1024,09-17-2024,store,54,,4,user5143@mail.test,,coupon-10%
1031,2024-09-20,mobile,14,¥52.12,7,user7039@mail.test,Wenzhou,★ loyal ★
1039,NaT,Web  ,46,26.05096133678877,3,user6759@ gmail.com, HZ ,学生优惠 
1003,09-14-2024,Mobile ,60,55.60526915987661,1, USER5817@ GMAIL.COM ,wenzhou,RETURNS??
1028,2024/09/04,Mobile ,83,72.68015029950753,7,user1204@EXAMPLE.com, HZ ,RETURNS??
1049,2024/09/09,Mobile ,40,,5,user4861@ gmail.com,wenzhou, VIP 
1046,2024/09/15,store,,48.97355215454178,5,user4961@example.com,WZ,new-user
1008,2024-09-18,,37,,6,user7342@EXAMPLE.com,Shaoxing,学生优惠 
1023,09-22-2024,Mobile ,54,87.40936164137062,4, USER4925@MAIL.TEST ,Shaoxing,学生优惠 
1051,2024-09-13,Store,44,47.8283824733992,1,user4560@mail.test, HZ ,学生优惠 
1020,2024-09-01,,79,15.422243298233244,1,user2574@ gmail.com,Hangzhou,promo#2024
1034,2024/09/15,,62,35.667339164440804,3,,Sx,RETURNS??
1040,2024/09/10,mobile,76,8.671681552014492,two,, HZ ,  
1033,"Sept 1, 2024",Mobile ,70,102.57147362714205,5,user1804@example.com,Shaoxing,  
1005,2024/09/17,WEB,42,64.92358390943927,7,user6729@example.com,, VIP 
1045,09-03-2024,,32,80.0228921338005,7,user8192@mail.test,Hangzhou,★ loyal ★
1042,2024/09/04,,28,598,6,user8794@example.com,WZ, VIP 
1038,"Sept 14, 2024",WEB,22,,1,user6290@ gmail.com,Shaoxing,学生优惠 
1015,2024-09-19,,48,2640,3,user4454@EXAMPLE.com,Hangzhou,★ loyal ★
1058,2024-09-14,store,82,46.134161015206786,2,user3300@ gmail.com,Hangzhou,promo#2024
1021,2024-09-14,,73,37.901110414659136,1,user4478@EXAMPLE.com,Hangzhou,coupon-10%
1027,2024-09-24,,22,60.1365328300945,1,user8212@example.com,Shaoxing,RETURNS??
1055,09-07-2024,WEB,,-30.43367547761865,5,user6485@ gmail.com,Shaoxing,学生优惠 
1059,09-16-2024,Store,56,¥34.84,5,user7140@mail.test,,new-user
1003,2024/09/27,Store,,41.527368516371475,1,user4296@EXAMPLE.com,,RETURNS??
1035,"Sept 21, 2024",Store,84,11.588510830617047,6,user5690@example.com,Shaoxing,new-user
1052,2024/09/15,Mobile ,16,14.479658011830352,7,user9635@ gmail.com, HZ ,
1038,09-13-2024,Mobile ,20,40.8297391372986,1,user5671@ gmail.com,Shaoxing,new-user
1030,2024-09-16,WEB,49,18.690452112926536,5,user3224@EXAMPLE.com,Wenzhou,coupon-10%
1004,2024-09-01,Mobile ,80,14.058365262837135,6,user4787@EXAMPLE.com, HZ ,RETURNS??
1039,2024/09/03,,63,,6,user6532@ gmail.com, HZ ,  
1007,2024-09-14,WEB,64,2740,6,user2659@example.com,,学生优惠 
1044,2024-09-23,,50,109.55270755871356,7,,wenzhou,new-user
1052,2024/09/15,Mobile ,16,14.479658011830352,7,user9635@ gmail.com, HZ ,
1001,"Sept 9, 2024",Mobile ,63,19.401888531927156,2,user6307@example.com,Hangzhou,★ loyal ★
1033,2024/09/03,Store,-1,7.647722605320714,,user4431@mail.test,Hangzhou,  
1059,2024/09/19,Mobile ,40,15.309562625776179,5,,Hangzhou,promo#2024
1046,2024-09-11,WEB,twenty,41.42971168167218,5,user1486@example.com,Sx,  
1026,2024-09-07,Store,,35.335499926413505,6,user9500@example.com,Hangzhou, VIP 
1050,2024-09-25,WEB,60,32.22758965124074,5,user8634@EXAMPLE.com,Wenzhou,学生优惠 
1016,09-26-2024,WEB,54,$28.09,, USER7823@EXAMPLE.COM , HZ ,coupon-10%
1055,2024-09-26,Store,41,27.45383823336462,2,user9569@EXAMPLE.com,Hangzhou,★ loyal ★
1053,09-16-2024,mobile,25,,1,user7963@example.com, HZ ,coupon-10%
1036,"Sept 19, 2024",WEB,37,360,5,,Shaoxing,new-user
